year,bula_h,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Schleswig-Holstein,Satisfactory,0.26409,85,280,0.21236,0.31582
1994,Schleswig-Holstein,Poor,0.13060,47,280,0.09106,0.17014
1994,Hamburg,Good,0.36490,61,96,0.26809,0.46170
1994,Hamburg,Satisfactory,0.20261,35,96,0.12178,0.28343
1994,Lower Saxony,Very good,0.06941,95,965,0.05337,0.08546
1994,Lower Saxony,Good,0.31818,377,965,0.28878,0.34759
1994,Lower Saxony,Satisfactory,0.26695,326,965,0.23902,0.29487
1994,Lower Saxony,Poor,0.12839,126,965,0.10727,0.14951
1994,Lower Saxony,Bad,0.04083,41,965,0.02834,0.05332
1994,Bremen,Good,0.32030,33,33,0.15863,0.48197
1994,North Rhine-Westphalia,Very good,0.07552,275,2442,0.06504,0.08600
1994,North Rhine-Westphalia,Good,0.30176,974,2442,0.28355,0.31997
1994,North Rhine-Westphalia,Satisfactory,0.26420,734,2442,0.24671,0.28169
1994,North Rhine-Westphalia,Poor,0.13832,375,2442,0.12463,0.15202
1994,North Rhine-Westphalia,Bad,0.03237,84,2442,0.02535,0.03939
1994,Hesse,Very good,0.07163,104,916,0.05492,0.08834
1994,Hesse,Good,0.35462,406,916,0.32362,0.38562
1994,Hesse,Satisfactory,0.24751,239,916,0.21955,0.27548
1994,Hesse,Poor,0.12907,125,916,0.10735,0.15079
1994,Hesse,Bad,0.04490,42,916,0.03148,0.05831
1994,"Rhineland-Palatinate, Saarland",Very good,0.06808,63,609,0.04806,0.08810
1994,"Rhineland-Palatinate, Saarland",Good,0.31240,263,609,0.27556,0.34924
1994,"Rhineland-Palatinate, Saarland",Satisfactory,0.26558,181,609,0.23048,0.30069
1994,"Rhineland-Palatinate, Saarland",Poor,0.14333,102,609,0.11547,0.17118
1994,Baden-Wuerttemberg,Very good,0.06520,192,1726,0.05355,0.07686
1994,Baden-Wuerttemberg,Good,0.30981,711,1726,0.28799,0.33163
1994,Baden-Wuerttemberg,Satisfactory,0.28106,531,1726,0.25984,0.30227
1994,Baden-Wuerttemberg,Poor,0.11363,234,1726,0.09865,0.12861
1994,Baden-Wuerttemberg,Bad,0.03681,58,1726,0.02792,0.04570
1994,Bavaria,Very good,0.08520,203,1584,0.07144,0.09895
1994,Bavaria,Good,0.30309,634,1584,0.28045,0.32573
1994,Bavaria,Satisfactory,0.28522,493,1584,0.26298,0.30746
1994,Bavaria,Poor,0.11163,196,1584,0.09611,0.12714
1994,Bavaria,Bad,0.03427,58,1584,0.02530,0.04323
1994,Berlin,Very good,0.07600,52,530,0.05342,0.09858
1994,Berlin,Good,0.25629,197,530,0.21908,0.29349
1994,Berlin,Satisfactory,0.29410,179,530,0.25527,0.33293
1994,Berlin,Poor,0.15768,102,530,0.12662,0.18874
1994,Brandenburg,Very good,0.06931,57,588,0.04876,0.08985
1994,Brandenburg,Good,0.27889,225,588,0.24261,0.31516
1994,Brandenburg,Satisfactory,0.33658,232,588,0.29835,0.37481
1994,Brandenburg,Poor,0.11741,74,588,0.09137,0.14345
1994,Mecklenburg-Western Pomerania,Very good,0.06454,34,400,0.04043,0.08865
1994,Mecklenburg-Western Pomerania,Good,0.33931,180,400,0.29285,0.38577
1994,Mecklenburg-Western Pomerania,Satisfactory,0.26550,137,400,0.22217,0.30883
1994,Mecklenburg-Western Pomerania,Poor,0.08602,49,400,0.05850,0.11353
1994,Saxony,Very good,0.05732,94,1127,0.04374,0.07090
1994,Saxony,Good,0.32145,472,1127,0.29417,0.34873
1994,Saxony,Satisfactory,0.30993,400,1127,0.28292,0.33694
1994,Saxony,Poor,0.10145,123,1127,0.08382,0.11909
1994,Saxony,Bad,0.03529,38,1127,0.02452,0.04607
1994,Saxony-Anhalt,Very good,0.07054,62,682,0.05130,0.08977
1994,Saxony-Anhalt,Good,0.33566,304,682,0.30020,0.37113
1994,Saxony-Anhalt,Satisfactory,0.28562,221,682,0.25169,0.31954
1994,Saxony-Anhalt,Poor,0.11641,95,682,0.09232,0.14050
1994,Thuringa,Very good,0.06830,53,642,0.04877,0.08783
1994,Thuringa,Good,0.30481,273,642,0.26918,0.34045
1994,Thuringa,Satisfactory,0.30589,248,642,0.27022,0.34156
1994,Thuringa,Poor,0.08866,68,642,0.06665,0.11066
1995,Schleswig-Holstein,Good,0.30969,118,257,0.25305,0.36633
1995,Schleswig-Holstein,Satisfactory,0.27936,92,257,0.22439,0.33432
1995,Schleswig-Holstein,Poor,0.12990,47,257,0.08872,0.17109
1995,Hamburg,Good,0.33012,55,89,0.23187,0.42838
1995,Hamburg,Satisfactory,0.23481,34,89,0.14624,0.32337
1995,Lower Saxony,Very good,0.05896,99,1040,0.04464,0.07328
1995,Lower Saxony,Good,0.32205,434,1040,0.29364,0.35046
1995,Lower Saxony,Satisfactory,0.26289,328,1040,0.23612,0.28966
1995,Lower Saxony,Poor,0.12693,135,1040,0.10669,0.14718
1995,Lower Saxony,Bad,0.03543,44,1040,0.02419,0.04667
1995,Bremen,Satisfactory,0.28515,33,33,0.12872,0.44158
1995,North Rhine-Westphalia,Very good,0.07166,284,2574,0.06169,0.08163
1995,North Rhine-Westphalia,Good,0.31503,1083,2574,0.29708,0.33298
1995,North Rhine-Westphalia,Satisfactory,0.27890,774,2574,0.26157,0.29622
1995,North Rhine-Westphalia,Poor,0.11638,342,2574,0.10399,0.12877
1995,North Rhine-Westphalia,Bad,0.03460,91,2574,0.02754,0.04166
1995,Hesse,Very good,0.06973,89,941,0.05345,0.08602
1995,Hesse,Good,0.34679,415,941,0.31636,0.37721
1995,Hesse,Satisfactory,0.27276,272,941,0.24429,0.30123
1995,Hesse,Poor,0.12653,132,941,0.10527,0.14778
1995,Hesse,Bad,0.02695,33,941,0.01660,0.03730
1995,"Rhineland-Palatinate, Saarland",Very good,0.07719,77,686,0.05720,0.09718
1995,"Rhineland-Palatinate, Saarland",Good,0.29641,289,686,0.26221,0.33061
1995,"Rhineland-Palatinate, Saarland",Satisfactory,0.27133,227,686,0.23803,0.30463
1995,"Rhineland-Palatinate, Saarland",Poor,0.12340,93,686,0.09877,0.14804
1995,Baden-Wuerttemberg,Very good,0.06254,193,1786,0.05130,0.07377
1995,Baden-Wuerttemberg,Good,0.30324,729,1786,0.28191,0.32456
1995,Baden-Wuerttemberg,Satisfactory,0.29210,560,1786,0.27101,0.31320
1995,Baden-Wuerttemberg,Poor,0.11580,241,1786,0.10095,0.13064
1995,Baden-Wuerttemberg,Bad,0.03386,63,1786,0.02547,0.04225
1995,Bavaria,Very good,0.08779,209,1684,0.07427,0.10131
1995,Bavaria,Good,0.31276,687,1684,0.29061,0.33491
1995,Bavaria,Satisfactory,0.25766,499,1684,0.23677,0.27856
1995,Bavaria,Poor,0.12848,228,1684,0.11249,0.14446
1995,Bavaria,Bad,0.03404,61,1684,0.02538,0.04270
1995,Berlin,Very good,0.06115,44,539,0.04090,0.08140
1995,Berlin,Good,0.32049,218,539,0.28106,0.35993
1995,Berlin,Satisfactory,0.24842,174,539,0.21191,0.28493
1995,Berlin,Poor,0.15529,103,539,0.12469,0.18590
1995,Brandenburg,Very good,0.05845,51,570,0.03917,0.07773
1995,Brandenburg,Good,0.33385,246,570,0.29510,0.37260
1995,Brandenburg,Satisfactory,0.28923,202,570,0.25198,0.32649
1995,Brandenburg,Poor,0.10906,71,570,0.08345,0.13468
1995,Mecklenburg-Western Pomerania,Very good,0.07820,39,407,0.05208,0.10431
1995,Mecklenburg-Western Pomerania,Good,0.33445,186,407,0.28856,0.38035
1995,Mecklenburg-Western Pomerania,Satisfactory,0.28408,130,407,0.24021,0.32795
1995,Mecklenburg-Western Pomerania,Poor,0.09810,52,407,0.06917,0.12703
1995,Saxony,Very good,0.05087,81,1094,0.03784,0.06390
1995,Saxony,Good,0.31355,440,1094,0.28604,0.34105
1995,Saxony,Satisfactory,0.31096,405,1094,0.28351,0.33840
1995,Saxony,Poor,0.11677,137,1094,0.09773,0.13581
1995,Saxony,Bad,0.03128,31,1094,0.02096,0.04161
1995,Saxony-Anhalt,Very good,0.04103,44,658,0.02587,0.05620
1995,Saxony-Anhalt,Good,0.32081,280,658,0.28512,0.35651
1995,Saxony-Anhalt,Satisfactory,0.30828,234,658,0.27297,0.34360
1995,Saxony-Anhalt,Poor,0.12983,100,658,0.10413,0.15553
1995,Thuringa,Very good,0.06003,53,632,0.04149,0.07856
1995,Thuringa,Good,0.29332,249,632,0.25780,0.32884
1995,Thuringa,Satisfactory,0.31747,256,632,0.28115,0.35379
1995,Thuringa,Poor,0.10370,74,632,0.07991,0.12748
1996,Schleswig-Holstein,Good,0.35879,120,244,0.29849,0.41910
1996,Schleswig-Holstein,Satisfactory,0.23929,88,244,0.18565,0.29293
1996,Schleswig-Holstein,Poor,0.08855,36,244,0.05283,0.12428
1996,Hamburg,Good,0.36689,53,53,0.23589,0.49789
1996,Lower Saxony,Very good,0.07136,98,1038,0.05569,0.08703
1996,Lower Saxony,Good,0.30096,422,1038,0.27304,0.32887
1996,Lower Saxony,Satisfactory,0.28794,346,1038,0.26038,0.31550
1996,Lower Saxony,Poor,0.11263,134,1038,0.09339,0.13187
1996,Lower Saxony,Bad,0.03969,38,1038,0.02781,0.05157
1996,Bremen,Satisfactory,0.30321,31,31,0.13873,0.46770
1996,North Rhine-Westphalia,Very good,0.07560,287,2551,0.06534,0.08586
1996,North Rhine-Westphalia,Good,0.30473,1008,2551,0.28686,0.32259
1996,North Rhine-Westphalia,Satisfactory,0.29020,837,2551,0.27259,0.30782
1996,North Rhine-Westphalia,Poor,0.11451,318,2551,0.10215,0.12687
1996,North Rhine-Westphalia,Bad,0.03715,101,2551,0.02981,0.04449
1996,Hesse,Very good,0.07635,117,907,0.05906,0.09364
1996,Hesse,Good,0.32508,363,907,0.29458,0.35558
1996,Hesse,Satisfactory,0.27591,270,907,0.24680,0.30501
1996,Hesse,Poor,0.12003,116,907,0.09887,0.14120
1996,Hesse,Bad,0.04448,41,907,0.03106,0.05791
1996,"Rhineland-Palatinate, Saarland",Very good,0.08054,83,667,0.05988,0.10121
1996,"Rhineland-Palatinate, Saarland",Good,0.29405,282,667,0.25945,0.32865
1996,"Rhineland-Palatinate, Saarland",Satisfactory,0.29178,220,667,0.25726,0.32631
1996,"Rhineland-Palatinate, Saarland",Poor,0.10525,82,667,0.08194,0.12855
1996,Baden-Wuerttemberg,Very good,0.06564,172,1699,0.05386,0.07742
1996,Baden-Wuerttemberg,Good,0.29738,685,1699,0.27564,0.31913
1996,Baden-Wuerttemberg,Satisfactory,0.29166,551,1699,0.27004,0.31328
1996,Baden-Wuerttemberg,Poor,0.11991,237,1699,0.10446,0.13536
1996,Baden-Wuerttemberg,Bad,0.02594,54,1699,0.01838,0.03350
1996,Bavaria,Very good,0.07834,191,1653,0.06538,0.09130
1996,Bavaria,Good,0.30915,684,1653,0.28687,0.33144
1996,Bavaria,Satisfactory,0.26435,496,1653,0.24308,0.28561
1996,Bavaria,Poor,0.13355,232,1653,0.11715,0.14995
1996,Bavaria,Bad,0.03501,50,1653,0.02615,0.04387
1996,Berlin,Very good,0.06825,56,520,0.04656,0.08995
1996,Berlin,Good,0.27166,177,520,0.23339,0.30993
1996,Berlin,Satisfactory,0.31868,196,520,0.27859,0.35877
1996,Berlin,Poor,0.13917,91,520,0.10939,0.16894
1996,Brandenburg,Very good,0.04887,42,576,0.03125,0.06649
1996,Brandenburg,Good,0.32784,246,576,0.28947,0.36621
1996,Brandenburg,Satisfactory,0.29209,209,576,0.25492,0.32926
1996,Brandenburg,Poor,0.12207,79,576,0.09531,0.14883
1996,Mecklenburg-Western Pomerania,Good,0.31216,164,361,0.26429,0.36003
1996,Mecklenburg-Western Pomerania,Satisfactory,0.33779,146,361,0.28894,0.38665
1996,Mecklenburg-Western Pomerania,Poor,0.09989,51,361,0.06892,0.13087
1996,Saxony,Very good,0.04086,73,1107,0.02919,0.05253
1996,Saxony,Good,0.33267,468,1107,0.30490,0.36044
1996,Saxony,Satisfactory,0.31277,410,1107,0.28544,0.34009
1996,Saxony,Poor,0.10856,125,1107,0.09023,0.12690
1996,Saxony,Bad,0.03155,31,1107,0.02125,0.04185
1996,Saxony-Anhalt,Very good,0.03627,37,651,0.02189,0.05064
1996,Saxony-Anhalt,Good,0.31341,267,651,0.27775,0.34907
1996,Saxony-Anhalt,Satisfactory,0.34117,254,651,0.30472,0.37762
1996,Saxony-Anhalt,Poor,0.12431,93,651,0.09895,0.14968
1996,Thuringa,Very good,0.04705,43,641,0.03064,0.06345
1996,Thuringa,Good,0.31124,269,641,0.27537,0.34711
1996,Thuringa,Satisfactory,0.34613,272,641,0.30928,0.38299
1996,Thuringa,Poor,0.07677,57,641,0.05615,0.09740
1997,Schleswig-Holstein,Good,0.33090,116,211,0.26726,0.39454
1997,Schleswig-Holstein,Satisfactory,0.29195,95,211,0.23046,0.35345
1997,Hamburg,Good,0.27596,42,75,0.17411,0.37780
1997,Hamburg,Satisfactory,0.23144,33,75,0.13535,0.32754
1997,Lower Saxony,Very good,0.06799,106,1032,0.05263,0.08336
1997,Lower Saxony,Good,0.30748,434,1032,0.27931,0.33564
1997,Lower Saxony,Satisfactory,0.29245,340,1032,0.26468,0.32022
1997,Lower Saxony,Poor,0.10202,111,1032,0.08355,0.12050
1997,Lower Saxony,Bad,0.04372,41,1032,0.03124,0.05620
1997,Bremen,Good,0.29815,32,32,0.13712,0.45918
1997,North Rhine-Westphalia,Very good,0.06304,238,2504,0.05352,0.07256
1997,North Rhine-Westphalia,Good,0.31976,1041,2504,0.30148,0.33803
1997,North Rhine-Westphalia,Satisfactory,0.28017,804,2504,0.26258,0.29777
1997,North Rhine-Westphalia,Poor,0.12123,327,2504,0.10844,0.13402
1997,North Rhine-Westphalia,Bad,0.03976,94,2504,0.03211,0.04742
1997,Hesse,Very good,0.09619,97,816,0.07595,0.11644
1997,Hesse,Good,0.32535,366,816,0.29319,0.35752
1997,Hesse,Satisfactory,0.27902,250,816,0.24823,0.30982
1997,Hesse,Poor,0.10636,103,816,0.08520,0.12753
1997,"Rhineland-Palatinate, Saarland",Very good,0.06925,62,696,0.05038,0.08813
1997,"Rhineland-Palatinate, Saarland",Good,0.32762,325,696,0.29273,0.36252
1997,"Rhineland-Palatinate, Saarland",Satisfactory,0.26697,204,696,0.23408,0.29986
1997,"Rhineland-Palatinate, Saarland",Poor,0.13530,105,696,0.10987,0.16072
1997,Baden-Wuerttemberg,Very good,0.07587,173,1704,0.06330,0.08845
1997,Baden-Wuerttemberg,Good,0.30228,754,1704,0.28047,0.32409
1997,Baden-Wuerttemberg,Satisfactory,0.27619,488,1704,0.25496,0.29743
1997,Baden-Wuerttemberg,Poor,0.12157,228,1704,0.10605,0.13709
1997,Baden-Wuerttemberg,Bad,0.02641,61,1704,0.01880,0.03403
1997,Bavaria,Very good,0.07326,162,1622,0.06058,0.08595
1997,Bavaria,Good,0.30452,685,1622,0.28212,0.32692
1997,Bavaria,Satisfactory,0.28533,514,1622,0.26334,0.30731
1997,Bavaria,Poor,0.12489,210,1622,0.10879,0.14098
1997,Bavaria,Bad,0.03169,51,1622,0.02316,0.04021
1997,Berlin,Very good,0.06837,54,488,0.04595,0.09078
1997,Berlin,Good,0.29954,185,488,0.25886,0.34022
1997,Berlin,Satisfactory,0.31305,183,488,0.27187,0.35424
1997,Berlin,Poor,0.10973,66,488,0.08197,0.13749
1997,Brandenburg,Very good,0.05433,39,568,0.03567,0.07299
1997,Brandenburg,Good,0.30370,231,568,0.26585,0.34155
1997,Brandenburg,Satisfactory,0.33733,233,568,0.29841,0.37624
1997,Brandenburg,Poor,0.10336,65,568,0.07830,0.12842
1997,Mecklenburg-Western Pomerania,Very good,0.07269,34,378,0.04648,0.09890
1997,Mecklenburg-Western Pomerania,Good,0.33344,167,378,0.28585,0.38103
1997,Mecklenburg-Western Pomerania,Satisfactory,0.31353,133,378,0.26670,0.36036
1997,Mecklenburg-Western Pomerania,Poor,0.09259,44,378,0.06333,0.12185
1997,Saxony,Very good,0.05050,73,1056,0.03728,0.06371
1997,Saxony,Good,0.34431,488,1056,0.31564,0.37298
1997,Saxony,Satisfactory,0.30282,376,1056,0.27509,0.33055
1997,Saxony,Poor,0.10566,119,1056,0.08711,0.12421
1997,Saxony-Anhalt,Very good,0.03271,32,636,0.01887,0.04654
1997,Saxony-Anhalt,Good,0.32198,269,636,0.28564,0.35832
1997,Saxony-Anhalt,Satisfactory,0.35008,247,636,0.31298,0.38718
1997,Saxony-Anhalt,Poor,0.11833,88,636,0.09321,0.14346
1997,Thuringa,Very good,0.05849,47,643,0.04034,0.07665
1997,Thuringa,Good,0.32813,294,643,0.29181,0.36445
1997,Thuringa,Satisfactory,0.28268,230,643,0.24784,0.31751
1997,Thuringa,Poor,0.10048,72,643,0.07723,0.12374
1998,Schleswig-Holstein,Very good,0.08500,45,339,0.05527,0.11473
1998,Schleswig-Holstein,Good,0.37477,165,339,0.32316,0.42637
1998,Schleswig-Holstein,Satisfactory,0.22928,93,339,0.18447,0.27410
1998,Schleswig-Holstein,Poor,0.09243,36,339,0.06155,0.12331
1998,Hamburg,Good,0.37203,72,112,0.28211,0.46195
1998,Hamburg,Satisfactory,0.20985,40,112,0.13410,0.28560
1998,Lower Saxony,Very good,0.09894,152,1194,0.08200,0.11589
1998,Lower Saxony,Good,0.30673,488,1194,0.28056,0.33290
1998,Lower Saxony,Satisfactory,0.24921,368,1194,0.22466,0.27376
1998,Lower Saxony,Poor,0.11372,143,1194,0.09570,0.13173
1998,Lower Saxony,Bad,0.04038,43,1194,0.02921,0.05155
1998,Bremen,Good,0.30445,36,72,0.19741,0.41149
1998,Bremen,Satisfactory,0.31118,36,72,0.20349,0.41887
1998,North Rhine-Westphalia,Very good,0.07541,295,2831,0.06568,0.08513
1998,North Rhine-Westphalia,Good,0.33121,1212,2831,0.31387,0.34855
1998,North Rhine-Westphalia,Satisfactory,0.26350,865,2831,0.24727,0.27973
1998,North Rhine-Westphalia,Poor,0.11715,358,2831,0.10530,0.12900
1998,North Rhine-Westphalia,Bad,0.03175,101,2831,0.02529,0.03821
1998,Hesse,Very good,0.09414,108,942,0.07548,0.11280
1998,Hesse,Good,0.30829,375,942,0.27878,0.33780
1998,Hesse,Satisfactory,0.28728,306,942,0.25837,0.31619
1998,Hesse,Poor,0.10691,120,942,0.08717,0.12666
1998,Hesse,Bad,0.02961,33,942,0.01878,0.04044
1998,"Rhineland-Palatinate, Saarland",Very good,0.06782,70,775,0.05011,0.08553
1998,"Rhineland-Palatinate, Saarland",Good,0.34087,357,775,0.30747,0.37426
1998,"Rhineland-Palatinate, Saarland",Satisfactory,0.24634,228,775,0.21599,0.27670
1998,"Rhineland-Palatinate, Saarland",Poor,0.12759,120,775,0.10408,0.15109
1998,Baden-Wuerttemberg,Very good,0.08704,206,1813,0.07406,0.10002
1998,Baden-Wuerttemberg,Good,0.31739,800,1813,0.29596,0.33882
1998,Baden-Wuerttemberg,Satisfactory,0.26832,519,1813,0.24792,0.28873
1998,Baden-Wuerttemberg,Poor,0.10517,220,1813,0.09104,0.11929
1998,Baden-Wuerttemberg,Bad,0.03578,68,1813,0.02723,0.04433
1998,Bavaria,Very good,0.10112,242,1866,0.08744,0.11480
1998,Bavaria,Good,0.32881,813,1866,0.30749,0.35013
1998,Bavaria,Satisfactory,0.24834,532,1866,0.22873,0.26795
1998,Bavaria,Poor,0.10973,212,1866,0.09555,0.12392
1998,Bavaria,Bad,0.03625,67,1866,0.02776,0.04473
1998,Berlin,Very good,0.07401,52,515,0.05138,0.09664
1998,Berlin,Good,0.35037,226,515,0.30912,0.39161
1998,Berlin,Satisfactory,0.26094,161,515,0.22298,0.29891
1998,Berlin,Poor,0.12511,76,515,0.09651,0.15371
1998,Brandenburg,Very good,0.05567,39,595,0.03723,0.07411
1998,Brandenburg,Good,0.33289,260,595,0.29500,0.37079
1998,Brandenburg,Satisfactory,0.33472,232,595,0.29677,0.37267
1998,Brandenburg,Poor,0.08737,64,595,0.06466,0.11008
1998,Mecklenburg-Western Pomerania,Good,0.34208,183,370,0.29367,0.39048
1998,Mecklenburg-Western Pomerania,Satisfactory,0.29747,137,370,0.25083,0.34412
1998,Mecklenburg-Western Pomerania,Poor,0.09848,50,370,0.06808,0.12889
1998,Saxony,Very good,0.07060,106,1178,0.05597,0.08523
1998,Saxony,Good,0.34688,532,1178,0.31969,0.37407
1998,Saxony,Satisfactory,0.27990,382,1178,0.25426,0.30555
1998,Saxony,Poor,0.10560,127,1178,0.08804,0.12315
1998,Saxony,Bad,0.02879,31,1178,0.01923,0.03834
1998,Saxony-Anhalt,Very good,0.06023,50,690,0.04246,0.07799
1998,Saxony-Anhalt,Good,0.31824,276,690,0.28345,0.35302
1998,Saxony-Anhalt,Satisfactory,0.30653,228,690,0.27210,0.34096
1998,Saxony-Anhalt,Poor,0.14165,104,690,0.11562,0.16769
1998,Saxony-Anhalt,Bad,0.03924,32,690,0.02474,0.05374
1998,Thuringa,Very good,0.05648,56,730,0.03972,0.07323
1998,Thuringa,Good,0.30199,302,730,0.26866,0.33532
1998,Thuringa,Satisfactory,0.31611,265,730,0.28236,0.34986
1998,Thuringa,Poor,0.08598,73,730,0.06563,0.10633
1998,Thuringa,Bad,0.04772,34,730,0.03225,0.06320
1999,Schleswig-Holstein,Very good,0.09669,44,289,0.06256,0.13083
1999,Schleswig-Holstein,Good,0.35976,148,289,0.30433,0.41519
1999,Schleswig-Holstein,Satisfactory,0.23377,97,289,0.18489,0.28266
1999,Hamburg,Good,0.33944,56,92,0.24215,0.43674
1999,Hamburg,Satisfactory,0.23622,36,92,0.14895,0.32349
1999,Lower Saxony,Very good,0.07561,113,1164,0.06041,0.09080
1999,Lower Saxony,Good,0.33712,508,1164,0.30996,0.36429
1999,Lower Saxony,Satisfactory,0.26251,374,1164,0.23722,0.28780
1999,Lower Saxony,Poor,0.10953,134,1164,0.09158,0.12747
1999,Lower Saxony,Bad,0.03216,35,1164,0.02202,0.04230
1999,Bremen,Good,0.29985,34,34,0.14352,0.45619
1999,North Rhine-Westphalia,Very good,0.06681,255,2692,0.05738,0.07625
1999,North Rhine-Westphalia,Good,0.32162,1107,2692,0.30397,0.33927
1999,North Rhine-Westphalia,Satisfactory,0.28342,888,2692,0.26639,0.30044
1999,North Rhine-Westphalia,Poor,0.11620,341,2692,0.10409,0.12831
1999,North Rhine-Westphalia,Bad,0.03417,101,2692,0.02731,0.04104
1999,Hesse,Very good,0.06955,82,861,0.05255,0.08656
1999,Hesse,Good,0.32849,389,861,0.29710,0.35988
1999,Hesse,Satisfactory,0.28242,275,861,0.25233,0.31251
1999,Hesse,Poor,0.11798,115,861,0.09642,0.13954
1999,"Rhineland-Palatinate, Saarland",Very good,0.07567,60,746,0.05668,0.09466
1999,"Rhineland-Palatinate, Saarland",Good,0.31501,315,746,0.28166,0.34837
1999,"Rhineland-Palatinate, Saarland",Satisfactory,0.30362,272,746,0.27061,0.33664
1999,"Rhineland-Palatinate, Saarland",Poor,0.10266,99,746,0.08087,0.12446
1999,Baden-Wuerttemberg,Very good,0.08018,191,1725,0.06736,0.09300
1999,Baden-Wuerttemberg,Good,0.31022,753,1725,0.28839,0.33206
