year,quintil_oecd_hh,sampreg,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,2nd Quintile,West,Yes,0.05612,121,2903,0.04774,0.06449
2013,2nd Quintile,West,No,0.94388,2782,2903,0.93551,0.95226
2013,2nd Quintile,East,Yes,0.05372,51,955,0.03941,0.06803
2013,2nd Quintile,East,No,0.94628,904,955,0.93197,0.96059
2013,3rd Quintile,West,Yes,0.03993,97,2650,0.03247,0.04739
2013,3rd Quintile,West,No,0.96007,2553,2650,0.95261,0.96753
2013,3rd Quintile,East,Yes,0.05280,35,738,0.03665,0.06895
2013,3rd Quintile,East,No,0.94720,703,738,0.93105,0.96335
2013,4th Quintile,West,Yes,0.03049,77,2589,0.02386,0.03711
2013,4th Quintile,West,No,0.96951,2512,2589,0.96289,0.97614
2013,4th Quintile,East,No,0.96734,508,508,0.95187,0.98281
2013,5th Quintile,West,Yes,0.02577,68,2894,0.01999,0.03154
2013,5th Quintile,West,No,0.97423,2826,2894,0.96846,0.98001
2013,5th Quintile,East,No,0.95841,356,356,0.93764,0.97918
2014,1st Quintile,West,Yes,0.04330,102,2561,0.03542,0.05119
2014,1st Quintile,West,No,0.95670,2459,2561,0.94881,0.96458
2014,1st Quintile,East,Yes,0.04341,48,892,0.03003,0.05679
2014,1st Quintile,East,No,0.95659,844,892,0.94321,0.96997
2014,2nd Quintile,West,Yes,0.06439,122,2454,0.05468,0.07411
2014,2nd Quintile,West,No,0.93561,2332,2454,0.92589,0.94532
2014,2nd Quintile,East,Yes,0.05963,50,861,0.04380,0.07546
2014,2nd Quintile,East,No,0.94037,811,861,0.92454,0.95620
2014,3rd Quintile,West,Yes,0.04479,83,2379,0.03647,0.05310
2014,3rd Quintile,West,No,0.95521,2296,2379,0.94690,0.96353
2014,3rd Quintile,East,Yes,0.06668,50,729,0.04856,0.08480
2014,3rd Quintile,East,No,0.92819,679,729,0.90944,0.94694
2014,4th Quintile,West,Yes,0.03227,89,2396,0.02519,0.03935
2014,4th Quintile,West,No,0.96748,2307,2396,0.96038,0.97459
2014,4th Quintile,East,No,0.97010,513,513,0.95535,0.98485
2014,5th Quintile,West,Yes,0.02180,61,2651,0.01624,0.02736
2014,5th Quintile,West,No,0.97820,2590,2651,0.97264,0.98376
2014,5th Quintile,East,No,0.96527,358,358,0.94627,0.98426
2015,1st Quintile,West,Yes,0.04070,101,2673,0.03321,0.04820
2015,1st Quintile,West,No,0.95930,2572,2673,0.95180,0.96679
2015,1st Quintile,East,Yes,0.03068,34,878,0.01926,0.04209
2015,1st Quintile,East,No,0.96932,844,878,0.95791,0.98074
2015,2nd Quintile,West,Yes,0.05891,115,2461,0.04961,0.06822
2015,2nd Quintile,West,No,0.94109,2346,2461,0.93178,0.95039
2015,2nd Quintile,East,Yes,0.05219,50,922,0.03782,0.06655
2015,2nd Quintile,East,No,0.94781,872,922,0.93345,0.96218
2015,3rd Quintile,West,Yes,0.04898,86,2373,0.04029,0.05767
2015,3rd Quintile,West,No,0.95102,2287,2373,0.94233,0.95971
2015,3rd Quintile,East,Yes,0.05125,39,645,0.03422,0.06828
2015,3rd Quintile,East,No,0.94875,606,645,0.93172,0.96578
2015,4th Quintile,West,Yes,0.03174,66,2340,0.02464,0.03885
2015,4th Quintile,West,No,0.96826,2274,2340,0.96115,0.97536
2015,4th Quintile,East,No,0.95204,469,469,0.93268,0.97140
2015,5th Quintile,West,Yes,0.02273,57,2630,0.01704,0.02843
2015,5th Quintile,West,No,0.97727,2573,2630,0.97157,0.98296
2015,5th Quintile,East,No,0.96560,336,336,0.94609,0.98512
2016,1st Quintile,West,Yes,0.04437,239,3987,0.03798,0.05077
2016,1st Quintile,West,No,0.95544,3748,3987,0.94904,0.96185
2016,1st Quintile,East,Yes,0.02292,64,1208,0.01448,0.03136
2016,1st Quintile,East,No,0.97705,1144,1208,0.96860,0.98550
2016,2nd Quintile,West,Yes,0.06311,109,2241,0.05304,0.07318
2016,2nd Quintile,West,No,0.93579,2132,2241,0.92564,0.94594
2016,2nd Quintile,East,Yes,0.05804,49,799,0.04182,0.07427
2016,2nd Quintile,East,No,0.94196,750,799,0.92573,0.95818
2016,3rd Quintile,West,Yes,0.05899,91,2071,0.04884,0.06914
2016,3rd Quintile,West,No,0.94101,1980,2071,0.93086,0.95116
2016,3rd Quintile,East,Yes,0.05137,41,672,0.03467,0.06807
2016,3rd Quintile,East,No,0.94863,631,672,0.93193,0.96533
2016,4th Quintile,West,Yes,0.04071,71,2205,0.03246,0.04896
2016,4th Quintile,West,No,0.95929,2134,2205,0.95104,0.96754
2016,4th Quintile,East,No,0.95348,436,436,0.93369,0.97327
2016,5th Quintile,West,Yes,0.02498,62,2429,0.01877,0.03118
2016,5th Quintile,West,No,0.97502,2367,2429,0.96882,0.98123
2016,5th Quintile,East,No,0.97345,318,318,0.95576,0.99115
2017,1st Quintile,West,Yes,0.04716,233,4419,0.04091,0.05341
2017,1st Quintile,West,No,0.95222,4186,4419,0.94593,0.95851
2017,1st Quintile,East,Yes,0.03364,56,1225,0.02354,0.04374
2017,1st Quintile,East,No,0.96636,1169,1225,0.95626,0.97646
2017,2nd Quintile,West,Yes,0.07001,120,2397,0.05980,0.08023
2017,2nd Quintile,West,No,0.92865,2277,2397,0.91834,0.93896
2017,2nd Quintile,East,Yes,0.05808,54,932,0.04306,0.07311
2017,2nd Quintile,East,No,0.94192,878,932,0.92689,0.95694
2017,3rd Quintile,West,Yes,0.04090,83,2380,0.03295,0.04886
2017,3rd Quintile,West,No,0.95841,2297,2380,0.95039,0.96643
2017,3rd Quintile,East,Yes,0.06139,46,726,0.04392,0.07886
2017,3rd Quintile,East,No,0.93861,680,726,0.92114,0.95608
2017,4th Quintile,West,Yes,0.04625,93,2517,0.03804,0.05446
2017,4th Quintile,West,No,0.95375,2424,2517,0.94554,0.96196
2017,4th Quintile,East,No,0.95090,511,511,0.93215,0.96965
2017,5th Quintile,West,Yes,0.02361,65,2714,0.01790,0.02932
2017,5th Quintile,West,No,0.97639,2649,2714,0.97068,0.98210
2017,5th Quintile,East,No,0.96475,370,370,0.94594,0.98357
2018,1st Quintile,West,Yes,0.04555,255,4115,0.03918,0.05192
2018,1st Quintile,West,No,0.95415,3860,4115,0.94776,0.96054
2018,1st Quintile,East,Yes,0.03566,67,1252,0.02538,0.04594
2018,1st Quintile,East,No,0.96434,1185,1252,0.95406,0.97462
2018,2nd Quintile,West,Yes,0.06085,138,2482,0.05144,0.07026
2018,2nd Quintile,West,No,0.93915,2344,2482,0.92974,0.94856
2018,2nd Quintile,East,Yes,0.05319,59,967,0.03903,0.06734
2018,2nd Quintile,East,No,0.94681,908,967,0.93266,0.96097
2018,3rd Quintile,West,Yes,0.05755,103,2316,0.04806,0.06703
2018,3rd Quintile,West,No,0.94245,2213,2316,0.93297,0.95194
2018,3rd Quintile,East,Yes,0.04416,36,686,0.02877,0.05954
2018,3rd Quintile,East,No,0.95584,650,686,0.94046,0.97123
2018,4th Quintile,West,Yes,0.05118,95,2402,0.04237,0.06000
2018,4th Quintile,West,No,0.94873,2307,2402,0.93991,0.95756
2018,4th Quintile,East,No,0.94684,469,469,0.92652,0.96717
2018,5th Quintile,West,Yes,0.02867,71,2652,0.02231,0.03502
2018,5th Quintile,West,No,0.97133,2581,2652,0.96498,0.97769
2018,5th Quintile,East,No,0.97506,358,358,0.95889,0.99124
2019,1st Quintile,West,Yes,0.04758,215,3915,0.04091,0.05425
2019,1st Quintile,West,No,0.95233,3700,3915,0.94565,0.95900
2019,1st Quintile,East,Yes,0.04075,52,1112,0.02913,0.05238
2019,1st Quintile,East,No,0.95925,1060,1112,0.94762,0.97087
2019,2nd Quintile,West,Yes,0.06782,133,2293,0.05753,0.07811
2019,2nd Quintile,West,No,0.93218,2160,2293,0.92189,0.94247
2019,2nd Quintile,East,Yes,0.05698,57,851,0.04139,0.07256
2019,2nd Quintile,East,No,0.94302,794,851,0.92744,0.95861
2019,3rd Quintile,West,Yes,0.05694,96,2194,0.04724,0.06664
2019,3rd Quintile,West,No,0.94306,2098,2194,0.93336,0.95276
2019,3rd Quintile,East,Yes,0.05496,45,695,0.03801,0.07192
2019,3rd Quintile,East,No,0.94504,650,695,0.92808,0.96199
2019,4th Quintile,West,Yes,0.04485,104,2373,0.03652,0.05318
2019,4th Quintile,West,No,0.95515,2269,2373,0.94682,0.96348
2019,4th Quintile,East,Yes,0.06202,31,545,0.04175,0.08229
2019,4th Quintile,East,No,0.93798,514,545,0.91771,0.95825
2019,5th Quintile,West,Yes,0.02691,92,3648,0.02166,0.03217
2019,5th Quintile,West,No,0.97309,3556,3648,0.96783,0.97834
2019,5th Quintile,East,No,0.98494,694,694,0.97587,0.99400
2020,1st Quintile,West,Yes,0.04981,231,4915,0.04373,0.05590
2020,1st Quintile,West,No,0.94883,4684,4915,0.94267,0.95500
2020,1st Quintile,East,Yes,0.05713,66,1166,0.04380,0.07046
2020,1st Quintile,East,No,0.94276,1100,1166,0.92943,0.95610
2020,2nd Quintile,West,Yes,0.06368,124,2613,0.05431,0.07304
2020,2nd Quintile,West,No,0.93394,2489,2613,0.92441,0.94346
2020,2nd Quintile,East,Yes,0.06884,60,887,0.05217,0.08551
2020,2nd Quintile,East,No,0.93116,827,887,0.91449,0.94783
2020,3rd Quintile,West,Yes,0.05720,99,2232,0.04756,0.06684
2020,3rd Quintile,West,No,0.93841,2133,2232,0.92844,0.94839
2020,3rd Quintile,East,Yes,0.05806,39,662,0.04023,0.07589
2020,3rd Quintile,East,No,0.94003,623,662,0.92194,0.95813
2020,4th Quintile,West,Yes,0.04384,87,2350,0.03556,0.05212
2020,4th Quintile,West,No,0.95313,2263,2350,0.94458,0.96168
2020,4th Quintile,East,Yes,0.07891,32,521,0.05573,0.10208
2020,4th Quintile,East,No,0.92109,489,521,0.89792,0.94427
2020,5th Quintile,West,Yes,0.03137,82,3170,0.02530,0.03744
2020,5th Quintile,West,No,0.96769,3088,3170,0.96153,0.97384
2020,5th Quintile,East,No,0.99006,573,573,0.98193,0.99819
2021,1st Quintile,West,Yes,0.06196,197,2552,0.05260,0.07132
2021,1st Quintile,West,No,0.93629,2355,2552,0.92681,0.94577
2021,1st Quintile,East,Yes,0.05822,52,686,0.04069,0.07576
2021,1st Quintile,East,No,0.94178,634,686,0.92424,0.95931
2021,2nd Quintile,West,Yes,0.06229,119,1779,0.05106,0.07352
2021,2nd Quintile,West,No,0.93385,1660,1779,0.92230,0.94540
2021,2nd Quintile,East,Yes,0.08383,46,593,0.06150,0.10615
2021,2nd Quintile,East,No,0.91617,547,593,0.89385,0.93850
2021,3rd Quintile,West,Yes,0.06044,81,1589,0.04872,0.07216
2021,3rd Quintile,West,No,0.93937,1508,1589,0.92763,0.95110
2021,3rd Quintile,East,No,0.93538,453,453,0.91272,0.95805
2021,4th Quintile,West,Yes,0.04814,64,1704,0.03798,0.05831
2021,4th Quintile,West,No,0.95135,1640,1704,0.94113,0.96157
2021,4th Quintile,East,No,0.92205,372,372,0.89477,0.94933
2021,5th Quintile,West,Yes,0.04696,63,2304,0.03832,0.05560
2021,5th Quintile,West,No,0.95221,2241,2304,0.94350,0.96092
2021,5th Quintile,East,No,0.96774,413,413,0.95068,0.98481
2022,1st Quintile,West,Yes,0.04930,211,4005,0.04260,0.05601
2022,1st Quintile,West,No,0.94420,3794,4005,0.93709,0.95131
2022,1st Quintile,East,Yes,0.05249,62,1238,0.04007,0.06492
2022,1st Quintile,East,No,0.93286,1176,1238,0.91892,0.94681
2022,2nd Quintile,West,Yes,0.06009,157,3143,0.05178,0.06840
2022,2nd Quintile,West,No,0.93752,2986,3143,0.92905,0.94598
2022,2nd Quintile,East,Yes,0.06763,56,1028,0.05228,0.08299
2022,2nd Quintile,East,No,0.93227,972,1028,0.91690,0.94764
2022,3rd Quintile,West,Yes,0.05746,132,2651,0.04859,0.06632
2022,3rd Quintile,West,No,0.93970,2519,2651,0.93063,0.94876
2022,3rd Quintile,East,Yes,0.09639,56,828,0.07627,0.11650
2022,3rd Quintile,East,No,0.90361,772,828,0.88350,0.92373
2022,4th Quintile,West,Yes,0.05941,100,2802,0.05066,0.06817
2022,4th Quintile,West,No,0.93749,2702,2802,0.92853,0.94646
2022,4th Quintile,East,Yes,0.06180,33,646,0.04321,0.08038
2022,4th Quintile,East,No,0.93422,613,646,0.91508,0.95335
2022,5th Quintile,West,Yes,0.04375,87,3253,0.03672,0.05078
2022,5th Quintile,West,No,0.95457,3166,3253,0.94741,0.96172
2022,5th Quintile,East,No,0.98042,571,571,0.96905,0.99180
